Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Alpine face","Alpine Rock > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/116644461/alpine-face,3.0,-1,Boulder,V6,1,,37.31317,-122.18936
"Poppin' a Squat","Lower Stevens Canyon Boulder > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/116970640/poppin-a-squat,3.0,-1,Boulder,"V2- PG13",1,20,37.27417,-122.07878
"The Deuce","Lower Stevens Canyon Boulder > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/116970568/the-deuce,3.0,-1,Boulder,V2,1,20,37.27417,-122.07878
"psychedelic side, standard route","Turtle Rock > Ring Mountain > San Francisco Bay Area > California",https://www.mountainproject.com/route/118831493/psychedelic-side-standard-route,3.0,-1,Boulder,V1,1,,37.91104,-122.49157
Jugs,"Turtle Rock > Ring Mountain > San Francisco Bay Area > California",https://www.mountainproject.com/route/117736535/jugs,3.0,-1,Boulder,V1+,1,20,37.91104,-122.49157
"Turtle Rock Traverse","Turtle Rock > Ring Mountain > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735356/turtle-rock-traverse,2.9,-1,Boulder,V5-6,1,10,37.91104,-122.49157
"Snake Charmer","ATF Boulder > Mount Tam Boulders > Mount Tamalpais > San Francisco Bay Area > California",https://www.mountainproject.com/route/111656542/snake-charmer,3.0,-1,Boulder,V5,1,,37.91927,-122.60637
"ATF traverse","ATF Boulder > Mount Tam Boulders > Mount Tamalpais > San Francisco Bay Area > California",https://www.mountainproject.com/route/107133236/atf-traverse,4.0,-1,Boulder,V6,1,25,37.91927,-122.60637
Intuition,"Bootjack Boulders > Mount Tam Boulders > Mount Tamalpais > San Francisco Bay Area > California",https://www.mountainproject.com/route/106819735/intuition,3.2,-1,Boulder,V4,1,10,37.91173,-122.59723
"Bonum Vitae","Ravine Boulder > Mount Tam Boulders > Mount Tamalpais > San Francisco Bay Area > California",https://www.mountainproject.com/route/108571673/bonum-vitae,3.3,-1,Boulder,V7,1,15,37.91288,-122.59681
Wicked,"Ravine Boulder > Mount Tam Boulders > Mount Tamalpais > San Francisco Bay Area > California",https://www.mountainproject.com/route/111186378/wicked,3.4,-1,Boulder,V8,1,20,37.91288,-122.59681
